╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
603332.SH,кужщаЗ╫э,20190222,37.97,37.96,38.35,37.71,38,5299041,201491966,0.03,0.079,38.0242,17.8209,1129930000,,4519644000,29735000,0,118938000,33.4955,5.9033,2.5926,-191.7312,
603332.SH,кужщаЗ╫э,20190225,38,38,39.72,37.81,39.56,9273868,359914415,1.56,4.1053,38.8095,31.1884,1176316600,,4705187280,29735000,0,118938000,34.8706,6.1457,2.699,-199.6023,
603332.SH,кужщаЗ╫э,20190226,39.56,40.01,41.73,39.63,39.92,13235720,537637859,0.36,0.91,40.6202,44.5123,1187021200,,4748004960,29735000,0,118938000,35.1879,6.2016,2.7236,-201.4187,
603332.SH,кужщаЗ╫э,20190227,39.92,39.44,41.1,38.55,40.95,11362180,452261758,1.03,2.5802,39.8041,38.2115,1217648250,,4870511100,29735000,0,118938000,36.0958,6.3616,2.7939,-206.6156,
603332.SH,кужщаЗ╫э,20190228,40.95,40.83,41.8,40.19,40.38,8111855,331981720,-0.57,-1.3919,40.9255,27.2805,1200699300,,4802716440,29735000,0,118938000,35.5933,6.2731,2.755,-203.7397,
603332.SH,кужщаЗ╫э,20190301,40.38,40.31,40.99,39.39,40.15,6315324,253584074,-0.23,-0.5696,40.1538,21.2387,1193860250,,4775360700,29735000,0,118938000,35.3906,6.2373,2.7393,-202.5792,
603332.SH,кужщаЗ╫э,20190304,40.15,39.97,41.25,39.9,40.18,7906927,320069784,0.03,0.0747,40.4797,26.5913,1194752300,,4778928840,29735000,0,118938000,35.4171,6.242,2.7413,-202.7306,
603332.SH,кужщаЗ╫э,20190305,40.18,39.6,39.96,39.41,39.92,6161721,244516862,-0.26,-0.6471,39.6832,20.7221,1187021200,,4748004960,29735000,0,118938000,35.1879,6.2016,2.7236,-201.4187,
603332.SH,кужщаЗ╫э,20190306,39.92,40.15,41.68,39.8,40.83,9378404,383046754,0.91,2.2796,40.8435,31.5399,1214080050,,4856238540,29735000,0,118938000,35.99,6.343,2.7857,-206.0102,
603332.SH,кужщаЗ╫э,20190307,40.83,40.58,44.91,40.27,44.91,16247413,702315663,4.08,9.9927,43.2263,54.6407,1335398850,,5341505580,29735000,0,118938000,39.5864,6.9768,3.0641,-226.596,
603332.SH,кужщаЗ╫э,20190308,44.91,43.5,44.4,40.42,40.59,12213598,523390049,-4.32,-9.6192,42.8531,41.0748,1206943650,,4827693420,29735000,0,118938000,35.7785,6.3057,2.7693,-204.7992,
603332.SH,кужщаЗ╫э,20190311,40.59,40.41,41.45,39.55,41.4,7085306,289175657,0.81,1.9956,40.8134,23.8282,1231029000,,4924033200,29735000,0,118938000,36.4924,6.4315,2.8246,-208.8861,
603332.SH,кужщаЗ╫э,20190312,41.4,41.5,41.99,40.62,41.62,8153050,337434409,0.22,0.5314,41.3875,27.419,1237570700,,4950199560,29735000,0,118938000,36.6864,6.4657,2.8396,-209.9962,
603332.SH,кужщаЗ╫э,20190313,41.62,41.4,41.4,38.55,38.89,6536419,263780763,-2.73,-6.5593,40.3555,21.9822,1156394150,,4625498820,29735000,0,118938000,34.28,6.0416,2.6533,-196.2218,
603332.SH,кужщаЗ╫э,20190314,38.89,38.38,38.97,36.1,37.09,5562352,207735180,-1.8,-4.6284,37.3466,18.7064,1102871150,,4411410420,29735000,0,118938000,32.6933,5.762,2.5305,-187.1398,
603332.SH,кужщаЗ╫э,20190315,37.09,37.12,37.49,36.53,37.3,3615103,134345018,0.21,0.5662,37.1622,12.1577,1109115500,,4436387400,29735000,0,118938000,32.8785,5.7946,2.5448,-188.1993,
603332.SH,кужщаЗ╫э,20190318,37.3,37.35,38.38,37.35,38.37,3816449,145136591,1.07,2.8686,38.0292,12.8349,1140931950,,4563651060,29735000,0,118938000,33.8216,5.9608,2.6178,-193.5981,
603332.SH,кужщаЗ╫э,20190319,38.37,38.3,38.43,37.92,38.15,2964268,113032786,-0.22,-0.5734,38.1318,9.969,1134390250,,4537484700,29735000,0,118938000,33.6277,5.9266,2.6028,-192.4881,
603332.SH,кужщаЗ╫э,20190320,38.15,38.19,38.47,37.48,38.05,2905701,110276245,-0.1,-0.2621,37.9517,9.772,1131416750,,4525590900,29735000,0,118938000,33.5395,5.9111,2.596,-191.9835,
603332.SH,кужщаЗ╫э,20190321,38.05,37.94,38.37,37.91,38.03,2863843,109091478,-0.02,-0.0526,38.0927,9.6312,1130822050,,4523212140,29735000,0,118938000,33.5219,5.908,2.5947,-191.8826,
603332.SH,кужщаЗ╫э,20190322,38.03,38.05,38.25,37.3,37.67,2638172,99656937,-0.36,-0.9466,37.775,8.8723,1120117450,,4480394460,29735000,0,118938000,33.2046,5.8521,2.5701,-190.0662,
603332.SH,кужщаЗ╫э,20190325,37.67,37,37.48,36.36,36.99,2281320,84330727,-0.68,-1.8051,36.9658,7.6722,1099897650,,4399516620,29735000,0,118938000,32.6052,5.7464,2.5237,-186.6352,
603332.SH,кужщаЗ╫э,20190326,36.99,37.2,37.8,36.96,37.36,2343321,87676143,0.37,1.0003,37.4153,7.8807,1110899600,,4443523680,29735000,0,118938000,32.9313,5.8039,2.5489,-188.5021,
603332.SH,кужщаЗ╫э,20190327,37.36,37.45,37.68,36.74,36.87,2144651,79359333,-0.49,-1.3116,37.0034,7.2125,1096329450,,4385244060,29735000,0,118938000,32.4994,5.7278,2.5155,-186.0298,
603332.SH,кужщаЗ╫э,20190328,36.87,36.63,36.87,35.56,35.63,2615932,94685788,-1.24,-3.3632,36.1958,8.7975,1059458050,,4237760940,29735000,0,118938000,31.4064,5.5352,2.4309,-179.7733,
603332.SH,кужщаЗ╫э,20190329,35.63,35.5,36.46,35.23,36.36,2239612,80373742,0.73,2.0488,35.8874,7.5319,1081164600,,4324585680,29735000,0,118938000,32.0499,5.6486,2.4807,-183.4565,
603332.SH,кужщаЗ╫э,20190401,36.36,36.51,37.37,36.42,37.24,2675563,99047421,0.88,2.4202,37.0193,8.998,1107331400,,4429251120,29735000,0,118938000,32.8256,5.7853,2.5408,-187.8966,
603332.SH,кужщаЗ╫э,20190402,37.24,37.26,37.49,36.89,37.31,2798958,104100671,0.07,0.188,37.1927,9.413,1109412850,,4437576780,29735000,0,118938000,32.8873,5.7961,2.5455,-188.2498,
603332.SH,кужщаЗ╫э,20190403,37.31,37.25,38.15,36.45,37.5,3227559,121272613,0.19,0.5092,37.5741,10.8544,1115062500,,4460175000,29735000,0,118938000,33.0547,5.8257,2.5585,-189.2085,
603332.SH,кужщаЗ╫э,20190404,37.5,37.75,38.55,37.53,38.14,3962311,150364835,0.64,1.7067,37.9488,13.3254,1134092900,,4536295320,29735000,0,118938000,33.6189,5.9251,2.6022,-192.4376,
603332.SH,кужщаЗ╫э,20190408,38.14,39.46,40.89,38.7,38.75,7555794,300777639,0.61,1.5994,39.8075,25.4104,1152231250,,4608847500,29735000,0,118938000,34.1566,6.0198,2.6438,-195.5154,
603332.SH,кужщаЗ╫э,20190409,38.75,37.99,38.39,37.32,37.6,4289030,161716925,-1.15,-2.9677,37.7048,14.4242,1118036000,,4472068800,29735000,0,118938000,33.1429,5.8412,2.5653,-189.713,
603332.SH,кужщаЗ╫э,20190410,37.6,37.4,37.4,36.71,37.03,2952934,109247478,-0.57,-1.516,36.9962,9.9308,1101087050,,4404274140,29735000,0,118938000,32.6405,5.7526,2.5264,-186.837,
603332.SH,кужщаЗ╫э,20190411,37.03,37.44,37.56,36.53,36.9,1922312,71181154,-0.13,-0.3511,37.0289,6.4648,1097221500,,4388812200,29735000,0,118938000,32.5259,5.7324,2.5176,-186.1811,
603332.SH,кужщаЗ╫э,20190412,36.9,36.8,37.29,36.66,37.15,1513967,56004319,0.25,0.6775,36.9918,5.0915,1104655250,,4418546700,29735000,0,118938000,32.7462,5.7713,2.5346,-187.4425,
603332.SH,кужщаЗ╫э,20190415,37.15,37.5,37.69,36.72,36.76,1684249,62705828,-0.39,-1.0498,37.2307,5.6642,1093058600,,4372160880,29735000,0,118938000,32.4025,5.7107,2.508,-185.4747,
603332.SH,кужщаЗ╫э,20190416,36.76,36.8,37.1,36.26,36.94,1895160,69542367,0.18,0.4897,36.6947,6.3735,1098410900,,4393569720,29735000,0,118938000,28.5458,5.5783,2.5203,-186.3829,
603332.SH,кужщаЗ╫э,20190417,36.94,36.94,37.15,36.56,36.86,1775390,65481943,-0.08,-0.2166,36.8831,5.9707,1096032100,,4384054680,29735000,0,118938000,28.484,5.5662,2.5148,-185.9793,
603332.SH,кужщаЗ╫э,20190418,36.86,36.85,36.85,35.94,36.01,2174841,79070346,-0.85,-2.306,36.3568,7.3141,1070757350,,4282957380,29735000,0,118938000,27.8271,5.4379,2.4568,-181.6906,
603332.SH,кужщаЗ╫э,20190419,36.01,35.85,36.39,35.85,36.26,1115685,40324918,0.25,0.6943,36.1436,3.7521,1078191100,,4312691880,29735000,0,118938000,28.0203,5.4756,2.4739,-182.952,
603332.SH,кужщаЗ╫э,20190422,36.26,36.4,36.49,35.42,35.75,1745901,62644163,-0.51,-1.4065,35.8807,5.8715,1063026250,,4252033500,29735000,0,118938000,27.6262,5.3986,2.4391,-180.3787,
603332.SH,кужщаЗ╫э,20190423,35.75,35.75,36.38,35.71,35.86,1506422,54321605,0.11,0.3077,36.06,5.0662,1066297100,,4265116680,29735000,0,118938000,27.7112,5.4152,2.4466,-180.9337,
603332.SH,кужщаЗ╫э,20190424,35.86,35.78,35.91,35.27,35.59,1371657,48683571,-0.27,-0.7529,35.4925,4.6129,1058268650,,4233003420,29735000,0,118938000,27.5026,5.3744,2.4282,-179.5714,
603332.SH,кужщаЗ╫э,20190425,35.59,35.45,36.36,35.11,35.13,1912440,68444331,-0.46,-1.2925,35.789,6.4316,1044590550,,4178291940,29735000,0,118938000,27.1471,5.305,2.3968,-177.2505,
603332.SH,кужщаЗ╫э,20190426,35.13,35.03,35.03,33.56,33.57,2161980,73661924,-1.56,-4.4406,34.0715,7.2708,998203950,,3992748660,29735000,0,118938000,25.9416,5.0694,2.2904,-169.3794,
603332.SH,кужщаЗ╫э,20190429,33.57,33.64,33.86,30.32,30.53,2556186,80967742,-3.04,-9.0557,31.6752,8.5966,907809550,,3631177140,29735000,0,118938000,23.5924,4.6103,2.083,-154.0409,
603332.SH,кужщаЗ╫э,20190430,30.53,30.87,31.49,30.67,31.2,1282953,39943591,0.67,2.1946,31.1341,4.3146,927732000,,3710865600,29735000,0,118938000,23.4149,2.8114,2.1287,-157.4214,
603332.SH,кужщаЗ╫э,20190506,31.2,30.3,30.44,28.28,28.63,2179996,64093898,-2.57,-8.2372,29.4009,7.3314,851313050,,3405194940,29735000,0,118938000,21.4862,2.5798,1.9533,-144.4543,
603332.SH,кужщаЗ╫э,20190507,28.63,28.79,29.38,28.7,29.38,1363702,39630109,0.75,2.6196,29.0607,4.5862,873614300,,3494398440,29735000,0,118938000,22.049,2.6474,2.0045,-148.2385,
603332.SH,кужщаЗ╫э,20190508,29.38,28.95,30.3,28.6,29.88,1943232,57432186,0.5,1.7018,29.555,6.5352,888481800,,3553867440,29735000,0,118938000,22.4243,2.6924,2.0386,-150.7613,
603332.SH,кужщаЗ╫э,20190509,29.88,29.52,30.28,29.5,29.93,1538462,46093534,0.05,0.1673,29.9608,5.1739,889968550,,3559814340,29735000,0,118938000,22.4618,2.6969,2.042,-151.0136,
603332.SH,кужщаЗ╫э,20190510,29.93,30.03,30.55,29,30.38,2025891,61158378,0.45,1.5035,30.1884,6.8132,903349300,,3613336440,29735000,0,118938000,22.7995,2.7375,2.0727,-153.2841,
603332.SH,кужщаЗ╫э,20190513,30.38,30.03,30.35,29.82,29.99,1056226,31751420,-0.39,-1.2837,30.0612,3.5521,891752650,,3566950620,29735000,0,118938000,22.5068,2.7023,2.0461,-151.3163,
603332.SH,кужщаЗ╫э,20190514,29.99,29.49,30.16,29.42,29.65,943816,28072738,-0.34,-1.1337,29.7439,3.1741,881642750,,3526511700,29735000,0,118938000,22.2517,2.6717,2.0229,-149.6008,
603332.SH,кужщаЗ╫э,20190515,29.65,29.93,30.39,29.9,30.2,1131357,34069145,0.55,1.855,30.1135,3.8048,897997000,,3591927600,29735000,0,118938000,22.6644,2.7212,2.0604,-152.3759,
603332.SH,кужщаЗ╫э,20190516,30.2,30.29,30.35,30,30.26,1098108,33175613,0.06,0.1987,30.2116,3.693,899781100,,3599063880,29735000,0,118938000,22.7095,2.7267,2.0645,-152.6786,
603332.SH,кужщаЗ╫э,20190517,30.26,30.25,31.18,29.01,29.29,2156007,65195802,-0.97,-3.2056,30.2391,7.2507,870938150,,3483694020,29735000,0,118938000,21.9815,2.6392,1.9984,-147.7844,
603332.SH,кужщаЗ╫э,20190520,29.29,28.65,28.65,26.7,28.04,1690679,47048617,-1.25,-4.2677,27.8282,5.6858,833769400,,3335021520,29735000,0,118938000,21.0434,2.5266,1.9131,-141.4775,
603332.SH,кужщаЗ╫э,20190521,28.04,27.92,28.9,27.92,28.81,1317548,37807554,0.77,2.7461,28.6954,4.431,856665350,,3426603780,29735000,0,118938000,21.6213,2.596,1.9656,-145.3625,
603332.SH,кужщаЗ╫э,20190522,28.81,28.84,28.96,28.2,28.4,916616,26101387,-0.41,-1.4231,28.4758,3.0826,844474000,,3377839200,29735000,0,118938000,21.3136,2.5591,1.9376,-143.2939,
603332.SH,кужщаЗ╫э,20190523,28.4,28.42,28.44,27,27.27,1342528,37053528,-1.13,-3.9789,27.5998,4.515,810873450,,3243439260,29735000,0,118938000,20.4655,2.4572,1.8605,-137.5924,
603332.SH,кужщаЗ╫э,20190524,27.27,27.52,28.07,27.11,27.93,1161016,32215064,0.66,2.4202,27.7473,3.9045,830498550,,3321938340,29735000,0,118938000,20.9608,2.5167,1.9056,-140.9225,
603332.SH,кужщаЗ╫э,20190527,27.93,27.9,28.95,27.9,28.9,1429504,40884030,0.97,3.473,28.6002,4.8075,859341500,,3437308200,29735000,0,118938000,21.6888,2.6041,1.9717,-145.8167,
603332.SH,кужщаЗ╫э,20190528,28.9,28.94,29.09,28.62,28.62,1184869,34167217,-0.28,-0.9689,28.8363,3.9848,851015700,,3404005560,29735000,0,118938000,21.4787,2.5789,1.9526,-144.4039,
603332.SH,кужщаЗ╫э,20190529,28.62,28.67,29.86,28.5,29.21,1494558,43924424,0.59,2.0615,29.3896,5.0263,868559350,,3474178980,29735000,0,118938000,21.9215,2.632,1.9929,-147.3808,
603332.SH,кужщаЗ╫э,20190530,29.21,29.05,30.3,29.05,30.2,2368498,70644189,0.99,3.3893,29.8266,7.9654,897997000,,3591927600,29735000,0,118938000,22.6644,2.7212,2.0604,-152.3759,
603332.SH,кужщаЗ╫э,20190531,30.2,30.16,31.98,29.58,31.22,3634837,112273893,1.02,3.3775,30.8883,12.2241,928326700,,3713244360,29735000,0,118938000,23.4299,2.8132,2.13,-157.5223,
603332.SH,кужщаЗ╫э,20190603,31.22,31.88,32.16,30,30.21,2666606,81999635,-1.01,-3.2351,30.7506,8.9679,898294350,,3593116980,29735000,0,118938000,22.6719,2.7221,2.0611,-152.4263,
603332.SH,кужщаЗ╫э,20190604,30.21,30.1486,30.1486,28.5618,28.7154,1802671,51007212,-1.4946,-4.9475,28.2954,6.0625,834066750,,3336210900,29735000,0,118938000,21.0509,2.5275,1.9138,-141.5279,
603332.SH,кужщаЗ╫э,20190605,28.7154,29.043,29.4832,28.2342,28.3468,1124079,31517715,-0.3685,-1.2834,28.0387,3.7803,823362150,,3293393220,29735000,0,118938000,20.7807,2.4951,1.8892,-139.7115,
603332.SH,кужщаЗ╫э,20190606,28.3468,28.3571,28.3571,27.0672,27.1696,1199387,32361135,-1.1773,-4.1531,26.9814,4.0336,789166900,,3156614520,29735000,0,118938000,19.9177,2.3915,1.8107,-133.9091,
603332.SH,кужщаЗ╫э,20190610,27.1696,27.3948,27.9681,27.3334,27.6302,728672,19673101,0.4607,1.6956,26.9986,2.4506,802547650,,3210136620,29735000,0,118938000,20.2554,2.432,1.8414,-136.1796,
603332.SH,кужщаЗ╫э,20190611,27.6302,27.9885,28.7563,27.6609,28.5721,1455436,40192590,0.9418,3.4087,27.6155,4.8947,829903850,,3319559580,29735000,0,118938000,20.9458,2.5149,1.9042,-140.8215,
603332.SH,кужщаЗ╫э,20190612,28.5721,28.5413,28.7666,28.3673,28.3673,946590,26356975,-0.2047,-0.7166,27.8441,3.1834,823956850,,3295771980,29735000,0,118938000,20.7957,2.4969,1.8906,-139.8124,
603332.SH,кужщаЗ╫э,20190613,28.3673,28.5209,28.5209,27.9578,28.3366,885595,24394788,-0.0307,-0.1083,27.5462,2.9783,823064800,,3292203840,29735000,0,118938000,20.7732,2.4942,1.8885,-139.6611,
603332.SH,кужщаЗ╫э,20190614,28.3366,28.4594,28.4902,27.4357,27.446,1054500,28827995,-0.8906,-3.1431,27.3381,3.5463,797195350,,3188727780,29735000,0,118938000,20.1203,2.4158,1.8292,-135.2714,
603332.SH,кужщаЗ╫э,20190617,27.446,27.446,27.9988,26.7601,27.9988,847424,22861904,0.5528,2.0142,26.9781,2.8499,813252250,,3252954300,29735000,0,118938000,20.5256,2.4644,1.866,-137.996,
603332.SH,кужщаЗ╫э,20190618,27.9988,27.8554,28.6335,27.794,28.5106,1345878,37315205,0.5119,1.8282,27.7255,4.5262,828119750,,3312423300,29735000,0,118938000,20.9008,2.5095,1.9001,-140.5188,
603332.SH,кужщаЗ╫э,20190619,28.5106,28.9508,29.5651,28.6232,28.7768,1471738,41444343,0.2662,0.9336,28.1601,4.9495,835850850,,3343347180,29735000,0,118938000,21.0959,2.5329,1.9178,-141.8307,
603332.SH,кужщаЗ╫э,20190620,28.7768,28.7256,31.6535,28.3161,31.6535,3000540,90603705,2.8767,9.9964,30.1958,10.0909,919406200,,3677562960,29735000,0,118938000,23.2048,2.7861,2.1096,-156.0087,
603332.SH,кужщаЗ╫э,20190621,31.6535,32.0732,32.0732,30.5683,30.6195,5495639,166316929,-1.034,-3.2665,30.2634,18.4821,889373850,,3557435580,29735000,0,118938000,22.4468,2.6951,2.0407,-150.9127,
603332.SH,кужщаЗ╫э,20190624,30.6195,30.599,30.6297,29.8722,30.0974,2298201,67568309,-0.5221,-1.7051,29.4005,7.7289,874209000,,3496777200,29735000,0,118938000,22.0641,2.6492,2.0059,-148.3394,
603332.SH,кужщаЗ╫э,20190625,30.0974,29.8722,30.0257,29.4729,29.8927,1622717,47022466,-0.2047,-0.6803,28.9776,5.4573,868262000,,3472989600,29735000,0,118938000,21.914,2.6311,1.9922,-147.3303,
603332.SH,кужщаЗ╫э,20190626,29.8927,29.8927,30.0564,29.5344,29.9438,1146579,33420143,0.0512,0.1712,29.1477,3.856,869748750,,3478936500,29735000,0,118938000,21.9515,2.6356,1.9956,-147.5826,
603332.SH,кужщаЗ╫э,20190627,29.9438,30.0053,30.2305,29.78,29.8927,1670827,48902824,-0.0512,-0.1709,29.2686,5.6191,868262000,,3472989600,29735000,0,118938000,21.914,2.6311,1.9922,-147.3303,
603332.SH,кужщаЗ╫э,20190628,29.8927,29.8927,30.0872,28.8177,28.8587,1399778,39921994,-1.034,-3.4589,28.5202,4.7075,838229650,,3352862220,29735000,0,118938000,21.156,2.5401,1.9233,-142.2343,
603332.SH,кужщаЗ╫э,20190701,28.8587,29.4115,29.6572,29.1658,29.5958,1423604,40925965,0.7371,2.5541,28.7481,4.7876,859638850,,3438497580,29735000,0,118938000,21.6963,2.605,1.9724,-145.8671,
603332.SH,кужщаЗ╫э,20190702,29.5958,29.7186,30.036,29.4832,29.7084,1375783,39955257,0.1126,0.3805,29.0418,4.6268,862909700,,3451580760,29735000,0,118938000,21.7789,2.6149,1.9799,-146.4221,
603332.SH,кужщаЗ╫э,20190703,29.7084,29.6879,29.7084,29.0839,29.1658,844444,24192719,-0.5426,-1.8263,28.6493,2.8399,847150150,,3388543620,29735000,0,118938000,21.3811,2.5672,1.9438,-143.748,
603332.SH,кужщаЗ╫э,20190704,29.1658,29.2068,29.5446,29.1863,29.3194,726642,20811487,0.1536,0.5265,28.6406,2.4437,851610400,,3406384320,29735000,0,118938000,21.4937,2.5807,1.954,-144.5048,
603332.SH,кужщаЗ╫э,20190705,29.3194,29.5344,30.3943,29.2784,30.2714,2680236,78716950,0.9521,3.2472,29.3694,9.0137,879263950,,3516996660,29735000,0,118938000,22.1916,2.6645,2.0175,-149.1972,
603332.SH,кужщаЗ╫э,20190708,30.2714,30.1383,30.1383,28.5106,28.5209,1721929,49150134,-1.7506,-5.7829,28.5436,5.7909,828417100,,3313612680,29735000,0,118938000,20.9083,2.5104,1.9008,-140.5693,
603332.SH,кужщаЗ╫э,20190709,28.5209,28.4594,29.0123,28.439,28.787,817374,22920064,0.2662,0.9332,28.0411,2.7489,836148200,,3344536560,29735000,0,118938000,21.1034,2.5338,1.9185,-141.8811,
603332.SH,кужщаЗ╫э,20190710,28.787,28.7973,29.1249,27.9476,28.0397,1002274,27879150,-0.7473,-2.596,27.8159,3.3707,814441650,,3257711820,29735000,0,118938000,20.5556,2.468,1.8687,-138.1979,
603332.SH,кужщаЗ╫э,20190711,28.0397,28.1011,28.6232,27.7224,27.8554,874100,23990320,-0.1843,-0.6572,27.4457,2.9396,809089350,,3236302980,29735000,0,118938000,20.4205,2.4518,1.8564,-137.2897,
603332.SH,кужщаЗ╫э,20190712,27.8554,27.8554,28.3673,27.6609,28.3059,873080,23993224,0.4504,1.6171,27.4811,2.9362,822172750,,3288635700,29735000,0,118938000,20.7507,2.4915,1.8865,-139.5097,
603332.SH,кужщаЗ╫э,20190715,28.3059,28.3571,28.5516,27.5176,28.3571,877632,24107152,0.0512,0.1808,27.4684,2.9515,823659500,,3294582600,29735000,0,118938000,20.7882,2.496,1.8899,-139.762,
603332.SH,кужщаЗ╫э,20190716,28.3571,28.3366,30.4864,28.05,29.2579,1703806,48693451,0.9009,3.1769,28.5792,5.73,849826300,,3399248040,29735000,0,118938000,21.4487,2.5753,1.9499,-144.2021,
