╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
603713.SH,цэ╤Ш©кню,20180803,51.69,48.8,50.88,46.52,49.98,20514738,989468665,-1.71,-3.3082,48.2321,53.8162,1905237600,,7620649720.32,38120000,0,152473984,67.7943,9.5384,5.902,89.3121,
603713.SH,цэ╤Ш©кню,20180806,49.98,48,54.98,47.51,50.02,21703252,1098041864,0.04,0.08,50.5934,56.934,1906762400,,7626748679.68,38120000,0,152473984,67.8485,9.5461,5.9067,89.3836,
603713.SH,цэ╤Ш©кню,20180807,50.02,50,53.66,48.55,52.57,22561338,1157900861,2.55,5.098,51.3223,59.185,2003968400,,8015557338.88,38120000,0,152473984,71.3074,10.0327,6.2078,93.9403,
603713.SH,цэ╤Ш©кню,20180808,52.57,50.82,51.25,47.31,47.31,15046304,739888283,-5.26,-10.0057,49.1741,39.4709,1803457200,,7213544183.04,38120000,0,152473984,64.1726,9.0289,5.5867,84.5409,
603713.SH,цэ╤Ш©кню,20180809,47.31,43.02,45.32,42.58,44.36,17907715,785057601,-2.95,-6.2355,43.8391,46.9772,1691003200,,6763745930.24,38120000,0,152473984,60.1712,8.4659,5.2383,79.2694,
603713.SH,цэ╤Ш©кню,20180810,44.36,44,46.12,43.8,44.86,12727775,572961673,0.5,1.1271,45.0166,33.3887,1710063200,,6839982922.24,38120000,0,152473984,60.8494,8.5613,5.2974,80.1629,
603713.SH,цэ╤Ш©кню,20180813,44.86,43,47.31,42.62,46.81,14913924,680298310,1.95,4.3469,45.615,39.1236,1784397200,,7137307191.04,38120000,0,152473984,63.4944,8.9335,5.5276,83.6474,
603713.SH,цэ╤Ш©кню,20180814,46.81,46.18,51.48,45.03,48.43,20261123,972353355,1.62,3.4608,47.9911,53.1509,1846151600,,7384315045.12,38120000,0,152473984,65.6918,9.2426,5.7189,86.5423,
603713.SH,цэ╤Ш©кню,20180815,48.43,47.99,51.69,47.5,47.68,17875148,881497648,-0.75,-1.5486,49.3141,46.8918,1817561600,,7269959557.12,38120000,0,152473984,64.6745,9.0995,5.6304,85.2021,
603713.SH,цэ╤Ш©кню,20180816,47.68,46,52.45,45.71,49.88,27254824,1395519470,2.2,4.6141,51.2027,71.4974,1901425600,,7605402321.92,38120000,0,152473984,67.6586,9.5194,5.8902,89.1334,
603713.SH,цэ╤Ш©кню,20180817,49.88,50.99,51.49,44.89,44.89,22520765,1084095856,-4.99,-10.004,48.1376,59.0786,1711206800,,6844557141.76,38120000,0,152473984,60.8901,8.567,5.3009,80.2165,
603713.SH,цэ╤Ш©кню,20180820,44.89,43.01,43.34,40.7,42.68,14981517,632814967,-2.21,-4.9231,42.2397,39.3009,1626961600,,6507589637.12,38120000,0,152473984,57.8924,8.1453,5.0399,76.2673,
603713.SH,цэ╤Ш©кню,20180821,42.68,42.58,43.58,41,43,13017662,554151632,0.32,0.7498,42.5692,34.1492,1639160000,,6556381312,38120000,0,152473984,58.3264,8.2063,5.0777,76.8391,
603713.SH,цэ╤Ш©кню,20180822,43,42.85,43.48,38.7,39.09,16300024,667305829,-3.91,-9.093,40.9389,42.7598,1490110800,,5960208034.56,38120000,0,152473984,53.0228,7.4601,4.616,69.8521,
603713.SH,цэ╤Ш©кню,20180823,39.09,39.28,43,39.28,43,11863991,497164873,3.91,10.0026,41.9054,31.1227,1639160000,,6556381312,38120000,0,152473984,58.3264,8.2063,5.0777,76.8391,
603713.SH,цэ╤Ш©кню,20180824,43,45.11,46.5,40.88,41.5,20851473,909942474,-1.5,-3.4884,43.6392,54.6996,1581980000,,6327670336,38120000,0,152473984,56.2918,7.9201,4.9006,74.1587,
603713.SH,цэ╤Ш©кню,20180827,41.5,41.11,43.35,41.03,42.95,13420401,566761731,1.45,3.494,42.2314,35.2057,1637254000,,6548757612.8,38120000,0,152473984,58.2586,8.1968,5.0718,76.7498,
603713.SH,цэ╤Ш©кню,20180828,42.95,43.08,45.96,42.54,43.86,15763553,692923718,0.91,2.1187,43.9573,41.3524,1671943200,,6687508938.24,38120000,0,152473984,59.493,8.3705,5.1793,78.3759,
603713.SH,цэ╤Ш©кню,20180829,43.86,44,45.4,43.43,45.38,14595059,649935302,1.52,3.4656,44.5312,38.2871,1729885600,,6919269393.92,38120000,0,152473984,61.5547,8.6606,5.3588,81.0921,
603713.SH,цэ╤Ш©кню,20180830,45.38,45.4,46.5,44.03,46.29,14626970,663303920,0.91,2.0053,45.348,38.3709,1764574800,,7058020719.36,38120000,0,152473984,62.7891,8.8342,5.4662,82.7182,
603713.SH,цэ╤Ш©кню,20180831,46.29,45.8,49.22,43.55,43.68,18196559,852666325,-2.61,-5.6384,46.8587,47.7349,1665081600,,6660063621.12,38120000,0,152473984,59.2488,8.3361,5.158,78.0543,
603713.SH,цэ╤Ш©кню,20180903,43.68,44.7,48.05,43.39,48.05,15013855,683926743,4.37,10.0046,45.553,39.3858,1831666000,,7326374931.2,38120000,0,152473984,65.1764,9.1701,5.6741,85.8633,
603713.SH,цэ╤Ш©кню,20180904,48.05,50.5,52.86,48.05,52.86,13200697,675677643,4.81,10.0104,51.185,34.6293,2015023200,,8059774794.24,38120000,0,152473984,71.7008,10.0881,6.2421,94.4585,
603713.SH,цэ╤Ш©кню,20180905,52.86,54.7,58.1,47.57,47.57,25038257,1284730653,-5.29,-10.0076,51.3107,65.6827,1813368400,,7253187418.88,38120000,0,152473984,64.5253,9.0785,5.6174,85.0055,
603713.SH,цэ╤Ш©кню,20180906,47.57,45.02,45.6,43.52,44,18194666,813233220,-3.57,-7.5047,44.6962,47.73,1677280000,,6708855296,38120000,0,152473984,59.6828,8.3972,5.1958,78.6261,
603713.SH,цэ╤Ш©кню,20180907,44,43.75,44.5,41,42.01,14987331,643558716,-1.99,-4.5227,42.9402,39.3162,1601421200,,6405432067.84,38120000,0,152473984,56.9836,8.0174,4.9608,75.0701,
603713.SH,цэ╤Ш©кню,20180910,42.01,41.7,42.8,41.5,42.08,10082726,424294165,0.07,0.1666,42.0813,26.45,1604089600,,6416105246.72,38120000,0,152473984,57.0785,8.0308,4.9691,75.1951,
603713.SH,цэ╤Ш©кню,20180911,42.08,41.4,41.7,40.26,40.95,8692839,355105219,-1.13,-2.6854,40.8503,22.8039,1561014000,,6243809644.8,38120000,0,152473984,55.5457,7.8151,4.8356,73.1759,
603713.SH,цэ╤Ш©кню,20180912,40.95,40.77,41.04,40.08,40.88,6451576,262329195,-0.07,-0.1709,40.6613,16.9244,1558345600,,6233136465.92,38120000,0,152473984,55.4508,7.8018,4.8274,73.0508,
603713.SH,цэ╤Ш©кню,20180913,40.88,41.61,42.65,40.6,42.17,11698719,488805344,1.29,3.1556,41.7828,30.6892,1607520400,,6429827905.28,38120000,0,152473984,57.2006,8.0479,4.9797,75.356,
603713.SH,цэ╤Ш©кню,20180914,42.17,41.7,41.7,38.05,39.22,11262561,449174122,-2.95,-6.9955,39.8821,29.545,1495066400,,5980029652.48,38120000,0,152473984,53.1991,7.485,4.6314,70.0844,
603713.SH,цэ╤Ш©кню,20180917,39.22,38.08,39.8,37.81,38.56,6057674,235275189,-0.66,-1.6828,38.8392,15.8911,1469907200,,5879396823.04,38120000,0,152473984,52.3039,7.359,4.5534,68.9051,
603713.SH,цэ╤Ш©кню,20180918,38.56,38.49,41.36,38.01,40.34,10736265,431834392,1.78,4.6162,40.222,28.1644,1537760800,,6150800514.56,38120000,0,152473984,54.7183,7.6987,4.7636,72.0858,
603713.SH,цэ╤Ш©кню,20180919,40.34,39.51,40.99,39.03,40,9394655,375072586,-0.34,-0.8428,39.924,24.645,1524800000,,6098959360,38120000,0,152473984,54.2571,7.6338,4.7235,71.4783,
603713.SH,цэ╤Ш©кню,20180920,40,39.6,39.95,38.68,38.71,6868465,269117335,-1.29,-3.225,39.1816,18.018,1475625200,,5902267920.64,38120000,0,152473984,52.5073,7.3876,4.5711,69.1731,
603713.SH,цэ╤Ш©кню,20180921,38.71,38.72,39.15,37.89,38.75,5586228,215640944,0.04,0.1033,38.6022,14.6543,1477150000,,5908366880,38120000,0,152473984,52.5616,7.3953,4.5759,69.2446,
603713.SH,цэ╤Ш©кню,20180925,38.75,38.86,40.5,38.75,39.51,7015960,278814771,0.76,1.9613,39.7401,18.4049,1506121200,,6024247107.84,38120000,0,152473984,53.5925,7.5403,4.6656,70.6027,
603713.SH,цэ╤Ш©кню,20180926,39.51,39.92,40.97,39,40.79,8608995,344501370,1.28,3.2397,40.0164,22.5839,1554914800,,6219413807.36,38120000,0,152473984,55.3287,7.7846,4.8167,72.89,
603713.SH,цэ╤Ш©кню,20180927,40.79,40.91,42.32,39.01,39.2,11855029,485011000,-1.59,-3.898,40.9118,31.0992,1494304000,,5976980172.8,38120000,0,152473984,53.172,7.4811,4.629,70.0487,
603713.SH,цэ╤Ш©кню,20180928,39.2,39,40.6,38.13,40.22,8132820,323093665,1.02,2.602,39.7271,21.3348,1533186400,,6132503636.48,38120000,0,152473984,54.5555,7.6758,4.7494,71.8714,
603713.SH,цэ╤Ш©кню,20181008,40.22,38.89,41.32,38.6,39.32,7992097,320555052,-0.9,-2.2377,40.109,20.9656,1498878400,,5995277050.88,38120000,0,152473984,53.3348,7.504,4.6432,70.2631,
603713.SH,цэ╤Ш©кню,20181009,39.32,39.51,42.16,39.51,41.17,10498882,430096970,1.85,4.705,40.966,27.5417,1569400400,,6277353921.28,38120000,0,152473984,55.8442,7.8571,4.8616,73.569,
603713.SH,цэ╤Ш©кню,20181010,41.17,41.05,42.64,40.21,42.6,10587654,437355338,1.43,3.4734,41.308,27.7745,1623912000,,6495391718.4,38120000,0,152473984,57.7838,8.13,5.0305,76.1244,
603713.SH,цэ╤Ш©кню,20181011,42.6,40.9,41.49,38.34,38.46,11298593,453707983,-4.14,-9.7183,40.1561,29.6395,1466095200,,5864149424.64,38120000,0,152473984,52.1682,7.3399,4.5416,68.7264,
603713.SH,цэ╤Ш©кню,20181012,38.46,37.8,38.46,34.88,37.2,9115186,336271395,-1.26,-3.2761,36.8913,23.9118,1418064000,,5672032204.8,38120000,0,152473984,50.4591,7.0994,4.3928,66.4748,
603713.SH,цэ╤Ш©кню,20181015,37.2,37.2,37.92,34.06,34.72,9204993,333136017,-2.48,-6.6667,36.1908,24.1474,1323526400,,5293896724.48,38120000,0,152473984,47.0952,6.6261,4.1,62.0431,
603713.SH,цэ╤Ш©кню,20181016,34.72,34.87,35.19,32.2,32.88,8740139,292359712,-1.84,-5.2995,33.4502,22.928,1253385600,,5013344593.92,38120000,0,152473984,44.5994,6.275,3.8827,58.7551,
603713.SH,цэ╤Ш©кню,20181017,32.88,33.66,33.66,31.24,32.72,6576257,214501507,-0.16,-0.4866,32.6176,17.2515,1247286400,,4988948756.48,38120000,0,152473984,44.3823,6.2445,3.8638,58.4692,
603713.SH,цэ╤Ш©кню,20181018,32.72,32.1,32.1,29.9,29.9,6148321,190701392,-2.82,-8.6186,31.0168,16.1289,1139788000,,4558972121.6,38120000,0,152473984,40.5572,5.7063,3.5308,53.43,
603713.SH,цэ╤Ш©кню,20181019,29.9,28.71,30.66,28.71,30.48,5893387,176567016,0.58,1.9398,29.9602,15.4601,1161897600,,4647407032.32,38120000,0,152473984,41.3439,5.817,3.5993,54.4664,
603713.SH,цэ╤Ш©кню,20181022,30.48,30.61,33.18,30.51,32.45,7826847,249505032,1.97,6.4633,31.8781,20.5321,1236994000,,4947780780.8,38120000,0,152473984,44.0161,6.1929,3.8319,57.9867,
603713.SH,цэ╤Ш©кню,20181023,32.45,32.11,34.39,32,32.45,9574394,317344178,0,0,33.1451,25.1165,1236994000,,4947780780.8,38120000,0,152473984,44.0161,6.1929,3.8319,57.9867,
603713.SH,цэ╤Ш©кню,20181024,32.45,31.89,32.47,31.45,31.61,5106623,162754167,-0.84,-2.5886,31.8712,13.3962,1204973200,,4819702634.24,38120000,0,152473984,42.8767,6.0326,3.7327,56.4857,
603713.SH,цэ╤Ш©кню,20181025,31.61,29.56,30.74,29.45,30.74,5255380,157665377,-0.87,-2.7523,30.0008,13.7864,1171808800,,4687050268.16,38120000,0,152473984,41.6966,5.8666,3.63,54.9311,
603713.SH,цэ╤Ш©кню,20181026,30.74,31.2,31.68,30.31,31,4744286,147873634,0.26,0.8458,31.1688,12.4457,1181720000,,4726693504,38120000,0,152473984,42.0493,5.9162,3.6607,55.3957,
603713.SH,цэ╤Ш©кню,20181029,31,31,32.14,30.75,31.4,5038543,158044944,0.4,1.2903,31.3672,13.2176,1196968000,,4787683097.6,38120000,0,152473984,42.5919,5.9925,3.7079,56.1104,
603713.SH,цэ╤Ш©кню,20181030,31.4,30.69,31.16,28.86,30.6,5963961,179697527,-0.8,-2.5478,30.1306,15.6452,1166472000,,4665703910.4,38120000,0,152473984,36.3341,3.791,3.6134,54.6809,
603713.SH,цэ╤Ш©кню,20181031,30.6,30.55,31.99,30.55,31.97,7486380,235329868,1.37,4.4771,31.4344,19.639,1218696400,,4874593268.48,38120000,0,152473984,37.9608,3.9607,3.7752,57.129,
603713.SH,цэ╤Ш©кню,20181101,31.97,31.88,33.5,31.72,32.83,10038641,326028931,0.86,2.69,32.4774,26.3343,1251479600,,5005720894.72,38120000,0,152473984,38.982,4.0672,3.8768,58.6658,
603713.SH,цэ╤Ш©кню,20181102,32.83,33.3,33.5,32.61,33.28,8508921,281464953,0.45,1.3707,33.0788,22.3214,1268633600,,5074334187.52,38120000,0,152473984,39.5163,4.123,3.9299,59.4699,
603713.SH,цэ╤Ш©кню,20181105,33.28,34.28,34.47,32,32.48,9162331,305212677,-0.8,-2.4038,33.3117,24.0355,1238137600,,4952355000.32,38120000,0,152473984,38.5664,4.0239,3.8354,58.0404,
603713.SH,цэ╤Ш©кню,20181106,32.48,31.75,31.79,30.2,31.01,6405062,198404808,-1.47,-4.5259,30.9763,16.8024,1182101200,,4728218243.84,38120000,0,152473984,36.821,3.8418,3.6619,55.4135,
603713.SH,цэ╤Ш©кню,20181107,31.01,31.21,31.47,30.46,30.48,5060626,156449471,-0.53,-1.7091,30.915,13.2755,1161897600,,4647407032.32,38120000,0,152473984,36.1916,3.7761,3.5993,54.4664,
603713.SH,цэ╤Ш©кню,20181108,30.48,30.8,30.97,29.51,29.8,4920915,148174185,-0.68,-2.231,30.1111,12.909,1135976000,,4543724723.2,38120000,0,152473984,35.3842,3.6919,3.519,53.2513,
603713.SH,цэ╤Ш©кню,20181109,29.8,29.6,30.06,29.18,29.21,4114629,121777174,-0.59,-1.9799,29.5961,10.7939,1113485200,,4453765072.64,38120000,0,152473984,34.6837,3.6188,3.4493,52.197,
603713.SH,цэ╤Ш©кню,20181112,29.21,29.28,29.91,28.88,29.91,4635976,136579728,0.7,2.3964,29.4608,12.1615,1140169200,,4560496861.44,38120000,0,152473984,35.5148,3.7055,3.532,53.4479,
603713.SH,цэ╤Ш©кню,20181113,29.91,29.32,30.18,29.25,30.01,5561982,165154675,0.1,0.3343,29.6935,14.5907,1143981200,,4575744259.84,38120000,0,152473984,35.6336,3.7179,3.5438,53.6266,
603713.SH,цэ╤Ш©кню,20181114,30.01,30,30.85,29.8,30.32,6089350,185454320,0.31,1.033,30.4555,15.9742,1155798400,,4623011194.88,38120000,0,152473984,36.0017,3.7563,3.5804,54.1805,
603713.SH,цэ╤Ш©кню,20181115,30.32,30.75,31.78,30.1,31.78,8152263,253281801,1.46,4.8153,31.0689,21.3858,1211453600,,4845623211.52,38120000,0,152473984,37.7352,3.9372,3.7528,56.7895,
603713.SH,цэ╤Ш©кню,20181116,31.78,31.88,32.8,31.35,32.43,10523959,338616732,0.65,2.0453,32.1758,27.6074,1236231600,,4944731301.12,38120000,0,152473984,38.507,4.0177,3.8295,57.951,
603713.SH,цэ╤Ш©кню,20181119,32.43,32.03,32.28,31.72,32.28,5257645,168192548,-0.15,-0.4625,31.9901,13.7924,1230513600,,4921860203.52,38120000,0,152473984,38.3289,3.9991,3.8118,57.683,
603713.SH,цэ╤Ш©кню,20181120,32.28,31.7,32.97,31.38,31.45,5609595,179773639,-0.83,-2.5713,32.0475,14.7156,1198874000,,4795306796.8,38120000,0,152473984,37.3434,3.8963,3.7138,56.1998,
603713.SH,цэ╤Ш©кню,20181121,31.45,30.84,32.11,30.3,32.11,5941993,185388089,0.66,2.0986,31.1996,15.5876,1224033200,,4895939626.24,38120000,0,152473984,38.1271,3.978,3.7918,57.3792,
603713.SH,цэ╤Ш©кню,20181122,32.11,32.5,32.54,31.5,31.73,5653221,180973084,-0.38,-1.1834,32.0124,14.8301,1209547600,,4837999512.32,38120000,0,152473984,37.6759,3.931,3.7469,56.7001,
603713.SH,цэ╤Ш©кню,20181123,31.73,31.72,33.9,31.35,33.12,13283998,437035387,1.39,4.3807,32.8994,34.8478,1262534400,,5049938350.08,38120000,0,152473984,39.3263,4.1032,3.911,59.184,
603713.SH,цэ╤Ш©кню,20181126,33.12,32,32.25,29.82,30.12,9095261,280630788,-3,-9.058,30.8546,23.8596,1148174400,,4592516398.08,38120000,0,152473984,35.7642,3.7315,3.5568,53.8231,
603713.SH,цэ╤Ш©кню,20181127,30.12,30.4,30.53,29.03,29.73,5509183,163556349,-0.39,-1.2948,29.6879,14.4522,1133307600,,4533051544.32,38120000,0,152473984,35.3011,3.6832,3.5107,53.1262,
603713.SH,цэ╤Ш©кню,20181128,29.73,29.5,29.95,29.05,29.88,3981585,117400118,0.15,0.5045,29.4858,10.4449,1139025600,,4555922641.92,38120000,0,152473984,35.4792,3.7018,3.5284,53.3943,
603713.SH,цэ╤Ш©кню,20181129,29.88,30.14,30.22,27.7,27.76,5359870,155708005,-2.12,-7.095,29.0507,14.0605,1058211200,,4232677795.84,38120000,0,152473984,32.9619,3.4391,3.2781,49.6059,
603713.SH,цэ╤Ш©кню,20181130,27.76,27.58,27.97,26.41,27.32,4507497,122720033,-0.44,-1.585,27.2258,11.8245,1041438400,,4165589242.88,38120000,0,152473984,32.4395,3.3846,3.2261,48.8197,
603713.SH,цэ╤Ш©кню,20181203,27.32,28.4,28.85,27.74,28.59,4839075,137182610,1.27,4.6486,28.3489,12.6943,1089850800,,4359231202.56,38120000,0,152473984,33.9475,3.542,3.3761,51.0891,
603713.SH,цэ╤Ш©кню,20181204,28.59,28.31,28.73,28.02,28.66,3906797,111076046,0.07,0.2448,28.4315,10.2487,1092519200,,4369904381.44,38120000,0,152473984,34.0306,3.5506,3.3844,51.2142,
603713.SH,цэ╤Ш©кню,20181205,28.66,27.81,28.36,27.7,28.04,2986060,83692147,-0.62,-2.1633,28.0276,7.8333,1068884800,,4275370511.36,38120000,0,152473984,33.2944,3.4738,3.3111,50.1063,
603713.SH,цэ╤Ш©кню,20181206,28.04,28.9,29.75,28.42,28.49,6277186,182616402,0.45,1.6049,29.0921,16.4669,1086038800,,4343983804.16,38120000,0,152473984,33.8287,3.5296,3.3643,50.9104,
603713.SH,цэ╤Ш©кню,20181207,28.49,27.76,28.25,27.51,27.88,3491314,97259804,-0.61,-2.1411,27.8577,9.1587,1062785600,,4250974673.92,38120000,0,152473984,33.1044,3.454,3.2923,49.8204,
603713.SH,цэ╤Ш©кню,20181210,27.88,27.5,29.34,27.48,28.88,5799401,166306438,1,3.5868,28.6765,15.2135,1100905600,,4403448657.92,38120000,0,152473984,34.2918,3.5779,3.4103,51.6073,
603713.SH,цэ╤Ш©кню,20181211,28.88,28.65,30.2,28.65,29.87,6405762,190086365,0.99,3.428,29.6743,16.8042,1138644400,,4554397902.08,38120000,0,152473984,35.4673,3.7005,3.5272,53.3764,
603713.SH,цэ╤Ш©кню,20181212,29.87,29.94,30.66,29.37,29.91,5291054,159021656,0.04,0.1339,30.0548,13.88,1140169200,,4560496861.44,38120000,0,152473984,35.5148,3.7055,3.532,53.4479,
603713.SH,цэ╤Ш©кню,20181213,29.91,30.07,30.58,29.29,30.2,4071759,122449785,0.29,0.9696,30.0729,10.6814,1151224000,,4604714316.8,38120000,0,152473984,35.8592,3.7414,3.5662,53.9661,
603713.SH,цэ╤Ш©кню,20181214,30.2,30.09,31.39,29.71,30.66,5673072,173966155,0.46,1.5232,30.6652,14.8821,1168759200,,4674852349.44,38120000,0,152473984,36.4054,3.7984,3.6205,54.7881,
603713.SH,цэ╤Ш©кню,20181217,30.66,30.3,31.39,30.01,31.28,4164437,128919192,0.62,2.0222,30.9572,10.9245,1192393600,,4769386219.52,38120000,0,152473984,37.1415,3.8752,3.6937,55.896,
603713.SH,цэ╤Ш©кню,20181218,31.28,31.48,31.87,29.5,29.64,4992150,152081701,-1.64,-5.243,30.4642,13.0959,1129876800,,4519328885.76,38120000,0,152473984,35.1942,3.672,3.5001,52.9654,
603713.SH,цэ╤Ш©кню,20181219,29.64,29.11,29.68,28.03,28.12,4076776,117262627,-1.52,-5.1282,28.7636,10.6946,1071934400,,4287568430.08,38120000,0,152473984,33.3894,3.4837,3.3206,50.2492,
603713.SH,цэ╤Ш©кню,20181220,28.12,28,28.93,27.98,28.73,2797900,80055617,0.61,2.1693,28.6128,7.3397,1095187600,,4380577560.32,38120000,0,152473984,34.1137,3.5593,3.3926,51.3393,
603713.SH,цэ╤Ш©кню,20181221,28.73,28.54,29.01,28.4,28.76,2338954,67157649,0.03,0.1044,28.7127,6.1358,1096331200,,4385151779.84,38120000,0,152473984,34.1493,3.563,3.3962,51.3929,
603713.SH,цэ╤Ш©кню,20181224,28.76,29,29.58,28.67,29.34,2373257,69450629,0.58,2.0167,29.2638,6.2258,1118440800,,4473586690.56,38120000,0,152473984,34.838,3.6349,3.4647,52.4293,
603713.SH,цэ╤Ш©кню,20181225,29.34,29.03,29.96,28.11,29.88,3428506,99559728,0.54,1.8405,29.0388,8.994,1139025600,,4555922641.92,38120000,0,152473984,35.4792,3.7018,3.5284,53.3943,
603713.SH,цэ╤Ш©кню,20181226,29.88,29.96,30.19,29.28,29.48,3152876,93608255,-0.4,-1.3387,29.6898,8.2709,1123777600,,4494933048.32,38120000,0,152473984,35.0042,3.6522,3.4812,52.6795,
603713.SH,цэ╤Ш©кню,20181227,29.48,29.9,30.11,28.11,28.2,3212631,94160906,-1.28,-4.3419,29.3096,8.4277,1074984000,,4299766348.8,38120000,0,152473984,33.4844,3.4936,3.33,50.3922,
603713.SH,цэ╤Ш©кню,20181228,28.2,28.32,28.49,27.64,27.71,2706351,75736365,-0.49,-1.7376,27.9847,7.0996,1056305200,,4225054096.64,38120000,0,152473984,32.9026,3.4329,3.2722,49.5166,
603713.SH,цэ╤Ш©кню,20190102,27.71,28.1,28.39,27.7,27.92,1420123,39818013,0.21,0.7578,28.0384,3.7254,1064310400,,4257073633.28,38120000,0,152473984,33.1519,3.459,2.3864,-73.5631,
603713.SH,цэ╤Ш©кню,20190103,27.92,27.76,27.95,27.08,27.63,1773023,48964590,-0.29,-1.0387,27.6164,4.6512,1053255600,,4212856177.92,38120000,0,152473984,32.8076,3.423,2.3616,-72.799,
603713.SH,цэ╤Ш©кню,20190104,27.63,27.05,28.28,26.97,28.14,1775301,49482273,0.51,1.8458,27.8726,4.6571,1072696800,,4290617909.76,38120000,0,152473984,33.4131,3.4862,2.4052,-74.1427,
603713.SH,цэ╤Ш©кню,20190107,28.14,28.3,28.76,27.94,28.56,2274012,64534656,0.42,1.4925,28.3792,5.9654,1088707200,,4354656983.04,38120000,0,152473984,33.9118,3.5382,2.4411,-75.2493,
